Duration, Accuracy, Sample_Mean_loss, Total_comm_time
47259,0.35074,1.83914,10.1733
93279,0.49982,1.42015,19.7269
139919,0.58322,1.18376,29.9487
186282,0.63312,1.04639,39.7753
237277,0.67708,0.927696,50.1268
286943,0.71022,0.831102,60.1356
336297,0.73284,0.765973,70.1796
383258,0.74868,0.720251,79.1704
430956,0.76538,0.675323,89.3211
478016,0.7774,0.641899,98.7577
524690,0.79278,0.597817,108.701
571879,0.79858,0.579101,118.048
618732,0.8088,0.55164,128.597
664514,0.8204,0.5185,137.432
711196,0.8319,0.487185,147.661
