Duration, Accuracy, Sample_Mean_loss, Total_comm_time
34710,0.37734,1.76839,4.57945
68770,0.53168,1.33234,7.91715
102284,0.5954,1.16422,11.2428
136054,0.63372,1.05199,14.6604
170827,0.66042,0.976511,18.6145
207576,0.68492,0.909499,22.0864
243148,0.69906,0.867846,25.5197
278787,0.71652,0.81751,28.9101
315454,0.73286,0.772734,32.8995
354283,0.7461,0.729947,36.5302
390717,0.75948,0.69375,39.9801
426406,0.76902,0.665152,43.5405
462035,0.7837,0.627067,47.5625
499525,0.79016,0.601996,51.0191
535924,0.80368,0.571557,54.3979
