Duration, Accuracy, Sample_Mean_loss, Total_comm_time
45459,0.2243,2.15475,15.23
89933,0.33214,1.9037,30.4351
133482,0.3785,1.76207,45.5347
177898,0.40814,1.66307,60.7353
222865,0.4299,1.5922,75.9489
267763,0.44526,1.54235,91.198
312262,0.46048,1.50432,106.583
357085,0.47612,1.46492,121.764
401738,0.48416,1.44246,137.152
446217,0.49676,1.41046,152.593
493224,0.5018,1.39448,169.091
538129,0.51094,1.37154,184.179
582856,0.52068,1.34596,199.411
627723,0.52732,1.32912,214.878
672656,0.53184,1.3104,230.496
