Duration, Accuracy, Sample_Mean_loss, Total_comm_time
104909,0.33624,1.90035,14.4855
203904,0.46302,1.53945,24.7825
307590,0.51726,1.38418,35.0241
410221,0.56062,1.26451,46.0025
522481,0.58338,1.20567,60.6035
632067,0.60628,1.13794,72.5884
736603,0.62884,1.08083,83.6969
830410,0.64564,1.038,94.3901
927139,0.65754,1.00332,107.464
1020677,0.66784,0.975955,118.454
1111180,0.67898,0.939064,128.849
1202685,0.68566,0.923645,140.34
1295102,0.69888,0.88929,151.052
1387763,0.70546,0.871947,161.823
1476202,0.702,0.872275,171.986
