Duration, Accuracy, Sample_Mean_loss, Total_comm_time
42975,0.33534,1.91958,4.49605
84914,0.46056,1.55942,8.63007
127174,0.51328,1.41108,12.6675
169399,0.54908,1.30612,16.6242
212206,0.5764,1.23222,21.5666
254350,0.59982,1.165,25.7395
298435,0.61926,1.10459,29.9326
343151,0.63814,1.05882,34.0592
387524,0.65744,1.00048,38.7555
431023,0.66356,0.977457,42.863
474998,0.67694,0.935575,47.0135
521653,0.69256,0.892532,51.4259
568936,0.70042,0.867773,56.2566
613020,0.71098,0.835379,60.671
657405,0.72582,0.798663,65.2222
