Duration, Accuracy, Sample_Mean_loss, Total_comm_time
167440,0.2572,2.13294,101.395
360873,0.39228,1.69457,220.301
544031,0.49066,1.42618,334.521
728983,0.5598,1.24383,449.396
906074,0.60316,1.12482,558.753
1087153,0.639,1.02723,669.895
1272243,0.66506,0.951426,784.651
1454400,0.68972,0.892407,898.611
1639191,0.7051,0.846679,1012.02
1823926,0.71908,0.801988,1127.29
2009526,0.73466,0.764906,1241.91
2192193,0.74554,0.733549,1354.67
2374527,0.75748,0.702149,1466.71
2560971,0.76704,0.67175,1582.22
2743211,0.76934,0.658933,1695.22
