Duration, Accuracy, Sample_Mean_loss, Total_comm_time
108891,0.34252,1.87994,42.8357
215342,0.48206,1.46591,81.775
323829,0.56428,1.23661,121.704
429269,0.631,1.05495,159.723
544530,0.67304,0.930453,206.272
656662,0.7101,0.832563,247.367
778197,0.7341,0.767071,294.612
888826,0.75304,0.71197,334.957
998062,0.769,0.665217,376.382
1103877,0.7843,0.622066,415.032
1214493,0.7967,0.590064,455.716
1326078,0.80558,0.560662,496.586
1437346,0.81354,0.538365,540.89
1545320,0.82866,0.49641,578.225
1652995,0.8348,0.47818,619.225
