Duration, Accuracy, Sample_Mean_loss, Total_comm_time
70779,0.27642,2.08336,43.3023
142978,0.42134,1.632,88.8406
215422,0.5068,1.39255,134.608
288147,0.56156,1.24668,181.036
360120,0.60262,1.13184,226.78
432510,0.6311,1.0494,271.888
505808,0.65658,0.978762,317.999
578370,0.67784,0.921147,363.782
651291,0.69514,0.872878,409.323
723670,0.71446,0.824201,454.215
796732,0.7255,0.79004,499.895
869328,0.73512,0.763363,545.439
942248,0.74962,0.728118,591.582
1015054,0.7566,0.703396,637.363
1087779,0.76696,0.677043,682.332
