Duration, Accuracy, Sample_Mean_loss, Total_comm_time
95707,0.37148,1.76022,13.5232
191036,0.53134,1.32487,24.518
285095,0.59486,1.15537,34.5991
378142,0.63566,1.05405,44.4791
472753,0.65696,0.985373,54.8698
578342,0.67026,0.952898,65.4197
683222,0.68462,0.910311,77.6953
782807,0.69916,0.8767,89.8397
888638,0.70838,0.846571,103.132
991023,0.71714,0.822158,113.593
1095487,0.72362,0.805342,128.897
1196734,0.73756,0.76226,141.791
1300690,0.74138,0.75522,154.294
1399877,0.74192,0.748534,164.249
1493684,0.74716,0.736709,174.937
