Duration, Accuracy, Sample_Mean_loss, Total_comm_time
172770,0.31844,1.95263,109.81
342545,0.48636,1.43973,221.909
515101,0.60288,1.12739,332.508
681677,0.66302,0.955067,439.447
852145,0.70642,0.845828,547.556
1028809,0.73418,0.765909,657.931
1205316,0.75126,0.717881,770.819
1381911,0.7669,0.671617,883.326
1558848,0.7834,0.623366,997.145
1736488,0.79642,0.585229,1112.08
1914208,0.80752,0.551067,1225.28
2087205,0.82064,0.518494,1333.74
2260350,0.831,0.489547,1443.89
2434816,0.8403,0.459165,1553.33
2610670,0.84738,0.441598,1663.48
