Duration, Accuracy, Sample_Mean_loss, Total_comm_time
71413,0.28032,2.07888,42.2626
143698,0.42224,1.62314,87.3109
216131,0.50472,1.39642,132.259
288811,0.56142,1.24321,177.829
360833,0.60242,1.12647,221.919
433185,0.6334,1.04131,265.521
506554,0.65888,0.977173,309.964
579097,0.67478,0.92618,353.601
651908,0.69534,0.873622,397.419
724358,0.70898,0.829917,440.567
797333,0.7272,0.788344,485.071
870081,0.73918,0.753954,528.714
942971,0.75014,0.727671,573.088
1015765,0.75948,0.696272,617.248
1088315,0.7662,0.681281,660.849
