Duration, Accuracy, Sample_Mean_loss, Total_comm_time
49189,0.34924,1.84664,11.152
95123,0.49916,1.41717,20.7739
141884,0.58474,1.1833,31.0577
187949,0.6315,1.05502,40.4484
239256,0.67996,0.918993,51.0278
288506,0.71136,0.831532,60.7589
338165,0.73464,0.765922,70.2297
385153,0.75112,0.717096,79.2972
432866,0.76564,0.678656,89.1972
479826,0.77792,0.639855,98.7365
526605,0.79218,0.600084,109.368
573718,0.80148,0.571086,118.761
620584,0.80852,0.552291,129.377
666515,0.81842,0.526336,138.775
712532,0.83024,0.495309,148.759
