Duration, Accuracy, Sample_Mean_loss, Total_comm_time
99949,0.33924,1.88105,12.4098
199427,0.47854,1.49732,23.2165
302945,0.53452,1.34541,34.4735
404261,0.56496,1.2599,44.0393
516155,0.59224,1.18448,57.6335
625714,0.61122,1.13368,70.0489
730169,0.63126,1.07709,82.8883
827908,0.64576,1.04222,93.139
921711,0.6607,1.0008,105.286
1016276,0.66758,0.982687,116.526
1107386,0.67998,0.944002,125.898
1197770,0.69008,0.916831,135.409
1291284,0.70054,0.884499,147.643
1382959,0.70814,0.864194,157.691
1474274,0.71018,0.857329,169.159
