Duration, Accuracy, Sample_Mean_loss, Total_comm_time
101697,0.38578,1.73867,16.0107
211462,0.5487,1.286,27.5646
313388,0.6112,1.11769,40.323
413500,0.64622,1.01783,50.9048
511179,0.66968,0.950069,62.9492
608024,0.69034,0.900336,73.3187
697579,0.70938,0.846847,83.785
796434,0.721,0.811524,93.8306
902387,0.72932,0.783227,108.675
1012370,0.73556,0.771042,121.4
1122873,0.7416,0.754396,134.74
1227402,0.75552,0.719078,146.421
1334627,0.75662,0.707225,161.954
1436864,0.75198,0.7195,172.623
1531332,0.7672,0.680313,182.545
