Duration, Accuracy, Sample_Mean_loss, Total_comm_time
34548,0.32452,1.94984,4.5878
67895,0.44116,1.61119,8.0839
100814,0.5037,1.43236,11.5523
133537,0.54514,1.30833,15.0732
167125,0.57746,1.20956,19.1627
200459,0.605,1.13117,22.6098
233679,0.62934,1.05714,26.0567
266702,0.64972,1.004,29.5574
300353,0.66798,0.947333,33.6207
333581,0.6808,0.915108,37.0911
366747,0.69462,0.877887,40.5732
399835,0.70768,0.842045,44.043
433067,0.719,0.811959,48.0937
466487,0.72458,0.792367,51.6225
499297,0.73318,0.76378,55.037
