Duration, Accuracy, Sample_Mean_loss, Total_comm_time
176536,0.27334,2.10476,118.224
354480,0.38738,1.75093,239.102
531887,0.48922,1.43401,363.464
718909,0.56278,1.23805,492.528
901672,0.6035,1.12018,608.967
1075627,0.64512,1.01232,719.512
1245540,0.6715,0.942587,827.679
1406922,0.69528,0.875591,930.923
1566536,0.71574,0.820069,1032.02
1727595,0.7253,0.78972,1134.33
1888018,0.73974,0.750583,1237.89
2047650,0.74954,0.72304,1340.15
2208767,0.76376,0.684709,1443.37
2384571,0.77016,0.662958,1555.43
2569127,0.77974,0.63604,1671.76
