Duration, Accuracy, Sample_Mean_loss, Total_comm_time
38582,0.28832,2.03094,8.7671
75387,0.4313,1.61503,15.919
112802,0.511,1.39403,23.4385
149542,0.55778,1.25795,30.3916
187470,0.596,1.15819,37.8611
226259,0.6182,1.09097,44.8406
263427,0.64234,1.02587,52.4292
300187,0.6614,0.97281,59.4357
337508,0.67708,0.924057,67.0808
374035,0.69144,0.888907,74.0187
411123,0.70312,0.849727,81.5285
447905,0.71972,0.815024,88.4458
485071,0.72826,0.786424,95.9574
521891,0.73688,0.758253,102.845
558927,0.7459,0.738874,110.317
