Duration, Accuracy, Sample_Mean_loss, Total_comm_time
38096,0.34014,1.87231,8.24436
74926,0.51618,1.36225,15.096
112129,0.59686,1.14151,22.5279
148512,0.64446,1.01117,29.3901
185253,0.6807,0.908126,36.774
221685,0.7115,0.833877,43.7203
258315,0.72642,0.785223,51.1702
294628,0.74464,0.733112,58.0958
331089,0.75728,0.694994,65.5551
367215,0.77356,0.652797,72.3801
403753,0.7796,0.630574,79.8129
439971,0.79434,0.591888,86.6137
476607,0.8026,0.563775,94.0518
512793,0.81174,0.541297,101.057
549378,0.82262,0.516731,108.553
