Duration, Accuracy, Sample_Mean_loss, Total_comm_time
47530,0.30992,2.00425,8.95108
93197,0.41918,1.68558,18.3779
143827,0.49596,1.44765,30.3717
191712,0.55172,1.27447,41.4139
239398,0.60064,1.14,52.1321
286051,0.63704,1.04295,62.1768
334200,0.66432,0.971251,72.7351
381189,0.6802,0.922623,83.3618
429091,0.69902,0.868904,94.5915
476514,0.7105,0.833723,104.584
525781,0.72634,0.796103,116.12
571921,0.73936,0.761449,125.922
619525,0.74634,0.738731,136.625
666076,0.75324,0.719392,145.772
713348,0.75926,0.698711,155.934
