Duration, Accuracy, Sample_Mean_loss, Total_comm_time
115235,0.3264,1.94886,45.0192
219177,0.4291,1.65464,82.6842
329475,0.47686,1.50827,124.964
438513,0.51594,1.39564,167.067
552475,0.55144,1.28725,211.55
663787,0.5891,1.17478,251.932
780018,0.62176,1.07912,298.117
890731,0.65606,0.99013,338.372
1008439,0.67436,0.935604,383.521
1121575,0.69944,0.871212,424.551
1231339,0.71456,0.824056,464.512
1335254,0.7304,0.783228,503.167
1442349,0.74078,0.748821,544.856
1547235,0.7537,0.715431,584.767
1651697,0.75944,0.694226,623.838
