Duration, Accuracy, Sample_Mean_loss, Total_comm_time
95599,0.32526,1.92171,11.8315
195378,0.4553,1.57415,23.1624
285731,0.50684,1.4266,32.1646
374404,0.54344,1.32642,41.2247
470471,0.5728,1.24592,53.9008
568420,0.59312,1.18312,65.4213
664545,0.61638,1.12408,75.2781
756918,0.63258,1.07794,84.6346
847561,0.64102,1.04533,96.0801
937453,0.65758,0.995679,106.306
1030292,0.6747,0.946994,116.559
1121507,0.68268,0.922398,126.657
1213218,0.69504,0.889454,139.366
1316696,0.7114,0.841914,151.613
1414546,0.71716,0.814351,163.99
