Duration, Accuracy, Sample_Mean_loss, Total_comm_time
45040,0.29008,2.0554,15.0055
88162,0.42432,1.64253,29.843
131321,0.50216,1.41189,44.909
174570,0.55094,1.27482,59.9549
217733,0.58884,1.16801,75.0929
260829,0.6136,1.0992,90.3983
304142,0.6397,1.02502,105.23
347364,0.66242,0.968709,120.323
390765,0.6799,0.913563,135.407
434692,0.69248,0.87866,150.685
478411,0.70342,0.850938,165.901
521813,0.71496,0.820376,181.085
566010,0.72786,0.784374,196.611
609486,0.74102,0.752819,211.983
651803,0.74646,0.735324,227.695
