Duration, Accuracy, Sample_Mean_loss, Total_comm_time
49974,0.31562,1.99139,11.303
96172,0.42044,1.67567,20.902
146662,0.49788,1.43954,31.7109
194516,0.55436,1.26695,41.3215
242127,0.60064,1.13922,51.1628
288931,0.63576,1.04681,60.5963
337211,0.66268,0.973729,70.8169
383915,0.6854,0.913539,80.4032
431803,0.70108,0.863046,91.2559
479642,0.71112,0.830226,101.087
528249,0.72584,0.795597,111.58
574619,0.73608,0.768351,120.585
622196,0.74666,0.738902,130.407
668887,0.75364,0.712021,139.417
715730,0.7593,0.695678,149.677
