Duration, Accuracy, Sample_Mean_loss, Total_comm_time
180198,0.2895,2.00379,111.186
363065,0.49172,1.3971,230.367
546637,0.60704,1.09869,350.552
730774,0.6737,0.926291,468.758
900145,0.71516,0.812627,574.806
1088112,0.74044,0.740197,694.015
1280549,0.76374,0.67987,817.62
1459042,0.78566,0.619401,934.179
1627396,0.79282,0.588577,1042.84
1817109,0.81118,0.548534,1166.79
1991249,0.82602,0.505782,1277.78
2166635,0.83336,0.478781,1390.56
2349080,0.84354,0.450099,1507.33
2527187,0.8564,0.416903,1620.59
2712625,0.8662,0.388138,1739.44
