Duration, Accuracy, Sample_Mean_loss, Total_comm_time
93616,0.37762,1.72953,10.531
201509,0.55046,1.27501,23.5698
303193,0.611,1.11012,36.4947
405830,0.64724,1.01308,50.3752
503689,0.67248,0.947203,62.6838
601329,0.68986,0.903588,74.5633
687736,0.70498,0.853585,82.0506
789092,0.72142,0.816038,96.4253
893679,0.72988,0.786367,111.572
1001704,0.7361,0.766816,124.646
1113179,0.75046,0.734323,137.938
1218517,0.74742,0.730537,150.313
1325515,0.76182,0.700737,166.065
1429272,0.76508,0.683861,179.365
1525099,0.76526,0.685961,189.02
