Duration, Accuracy, Sample_Mean_loss, Total_comm_time
98526,0.3293,1.92344,17.8028
199059,0.44666,1.58566,29.8976
289178,0.50312,1.43822,38.6366
376356,0.54148,1.33616,47.5127
473171,0.5719,1.25055,60.0006
572483,0.58948,1.1991,71.8518
666567,0.61648,1.11994,83.4043
759011,0.6279,1.08624,93.1016
851056,0.65032,1.02282,104.572
940995,0.6623,0.980782,114.34
1034611,0.67644,0.941083,124.063
1124201,0.68724,0.909412,133.794
1215600,0.69968,0.868359,145.782
1319474,0.70738,0.850613,159.957
1416943,0.7222,0.812058,173.39
