Duration, Accuracy, Sample_Mean_loss, Total_comm_time
46604,0.36614,1.78961,5.49418
90838,0.51894,1.37024,9.6638
135590,0.5827,1.19563,13.9273
180126,0.621,1.08763,17.8973
226091,0.65036,1.00188,22.7749
270315,0.6773,0.929546,26.8155
313822,0.69668,0.876943,31.2978
356605,0.72104,0.814709,35.6224
399122,0.73586,0.764639,40.6932
441655,0.74824,0.726468,44.7972
485371,0.76922,0.675614,49.1585
527573,0.78184,0.634277,53.4269
570129,0.7947,0.59828,58.3225
612599,0.80492,0.566382,62.4047
654636,0.81204,0.542606,66.4188
