Duration, Accuracy, Sample_Mean_loss, Total_comm_time
92154,0.38008,1.7449,10.7937
186250,0.54258,1.30233,20.6328
279982,0.59416,1.16529,30.2353
371595,0.63236,1.06223,40.7178
467755,0.66604,0.975873,52.8028
572938,0.6798,0.926421,63.4997
676823,0.6913,0.89558,74.5302
776069,0.70296,0.86453,85.1953
884111,0.71454,0.828623,100.002
986698,0.71912,0.815511,111.403
1088985,0.72778,0.790781,123.111
1191337,0.73504,0.770623,133.764
1295335,0.73668,0.762047,147.193
1393845,0.7467,0.733519,157.756
1490492,0.7471,0.734369,169.89
