Duration, Accuracy, Sample_Mean_loss, Total_comm_time
73152,0.27576,2.09475,40.8931
145332,0.40814,1.66189,81.326
217851,0.49478,1.41707,122.816
290310,0.56102,1.24968,164.841
362607,0.60222,1.13954,205.651
434841,0.63538,1.04721,247.785
507199,0.6607,0.974894,289.872
579433,0.6817,0.913554,331.945
653121,0.69684,0.873586,374.136
726192,0.71412,0.821854,416.162
799158,0.72464,0.796057,457.48
872398,0.7336,0.768327,500.373
945261,0.74602,0.731502,541.393
1018044,0.75502,0.70722,581.468
1090160,0.76596,0.679748,620.732
