Duration, Accuracy, Sample_Mean_loss, Total_comm_time
97399,0.32824,1.91577,9.81972
194777,0.4711,1.51736,20.831
298286,0.53098,1.34711,33.6721
398947,0.56906,1.24411,45.6257
513377,0.59792,1.17273,60.7033
622530,0.61354,1.12331,72.8183
728096,0.63368,1.07557,84.5035
825240,0.64386,1.04448,94.7931
919650,0.66118,1.00213,106.413
1014017,0.6719,0.965581,118.634
1102692,0.67506,0.956228,127.334
1193105,0.69058,0.914199,138.025
1287800,0.69352,0.906371,150.847
1380480,0.70326,0.873963,160.077
1469900,0.70824,0.859177,169.499
