Duration, Accuracy, Sample_Mean_loss, Total_comm_time
32239,0.30976,1.97356,3.94613
65128,0.43846,1.61643,7.36103
98308,0.49812,1.44181,10.8019
131928,0.54166,1.31387,14.2751
165280,0.57526,1.21496,18.3066
198286,0.60426,1.13555,21.7727
231851,0.62722,1.06633,25.2917
265116,0.64834,1.00508,28.7324
298495,0.664,0.957154,32.7924
331313,0.68202,0.912876,36.1999
364867,0.69236,0.880486,39.6201
398119,0.7055,0.842318,43.09
431472,0.71696,0.815606,47.1229
464762,0.72688,0.788603,50.5237
498053,0.73568,0.767116,53.9444
