Duration, Accuracy, Sample_Mean_loss, Total_comm_time
38260,0.33306,1.89481,7.33076
78044,0.5226,1.34383,14.6772
117691,0.6063,1.11385,22.0844
157026,0.65516,0.981973,28.8114
196627,0.69086,0.881105,36.0369
235675,0.71438,0.82149,42.8162
274804,0.73686,0.753705,50.1626
313570,0.74922,0.718594,57.0397
353331,0.76682,0.675592,64.5534
392202,0.7825,0.630939,71.4087
431625,0.79312,0.599717,78.798
470567,0.8049,0.565501,85.6218
510143,0.8093,0.551416,92.968
548597,0.82136,0.517821,99.7279
588611,0.8303,0.494625,107.678
