Duration, Accuracy, Sample_Mean_loss, Total_comm_time
186028,0.28864,2.00928,125.06
368520,0.4947,1.38699,250.913
552573,0.61382,1.08401,374.008
735792,0.67176,0.927387,488.053
905550,0.71578,0.808532,592.569
1093686,0.74456,0.728907,712.378
1286577,0.76412,0.676312,833.797
1464039,0.78354,0.6219,945.058
1632544,0.79756,0.584027,1051.47
1822607,0.81386,0.541719,1169.59
1996661,0.82806,0.502828,1277.88
2172194,0.8374,0.473177,1388.05
2354711,0.84318,0.454081,1501.7
2532435,0.85206,0.423914,1614.1
2716334,0.86786,0.388567,1727.54
