Duration, Accuracy, Sample_Mean_loss, Total_comm_time
111476,0.29004,2.05726,39.4824
221153,0.37596,1.79954,80.4329
334389,0.45508,1.52911,122.97
442384,0.53038,1.32307,162.094
552199,0.58738,1.16765,204.819
661483,0.62704,1.06468,246.72
779244,0.65774,0.981008,291.365
894614,0.6825,0.915876,333.503
1015193,0.7003,0.867315,379.669
1130494,0.71568,0.816454,421.933
1240824,0.7241,0.791634,464.191
1346893,0.73878,0.75891,503.949
1459656,0.74662,0.735066,547.626
1569930,0.7581,0.697737,589.375
1682193,0.76784,0.673104,630.529
