Duration, Accuracy, Sample_Mean_loss, Total_comm_time
44127,0.32468,1.89816,15.061
89415,0.51188,1.37041,30.6977
134854,0.59358,1.15066,46.4775
180246,0.64388,1.00924,61.517
225520,0.68302,0.909226,77.1415
270872,0.71108,0.831584,92.8857
315991,0.72994,0.781093,108.516
361547,0.75096,0.718217,124.069
406780,0.76152,0.683118,139.637
451786,0.77828,0.647972,155.416
496769,0.78876,0.612194,170.506
541376,0.80484,0.568397,186.085
587074,0.8118,0.545076,201.907
634535,0.81982,0.519553,217.722
680246,0.83488,0.488252,233.429
