Duration, Accuracy, Sample_Mean_loss, Total_comm_time
37621,0.34504,1.86055,4.15365
73807,0.50624,1.40118,7.66734
111516,0.58328,1.18126,11.2375
146321,0.63294,1.04916,14.7354
179741,0.67022,0.949633,18.8228
213081,0.69736,0.871851,22.3355
246619,0.7211,0.805883,25.8642
279797,0.73514,0.764634,29.297
313201,0.74918,0.723798,33.4048
347493,0.76248,0.68901,36.994
382050,0.7686,0.668156,40.5115
415249,0.782,0.627787,44.0661
448725,0.78936,0.605584,48.1511
481905,0.80036,0.576043,51.6822
515428,0.80788,0.553574,55.2242
