Duration, Accuracy, Sample_Mean_loss, Total_comm_time
40259,0.33608,1.87603,8.24862
79356,0.53114,1.32191,15.0556
119032,0.61212,1.09823,22.5657
158426,0.65664,0.973552,29.3874
198129,0.69386,0.878087,36.7979
237002,0.721,0.808065,43.6123
276226,0.73922,0.754082,51.1102
315200,0.7544,0.709872,58.0138
354798,0.76968,0.664239,65.4338
393640,0.78142,0.627725,72.2159
432798,0.79342,0.597585,79.6489
471886,0.80208,0.574514,86.5573
511701,0.81284,0.544631,93.9633
550771,0.82134,0.517752,100.886
589898,0.83528,0.486082,108.291
