Duration, Accuracy, Sample_Mean_loss, Total_comm_time
181090,0.27652,2.02798,111.972
363963,0.48536,1.41472,231.067
547614,0.60718,1.09842,350.083
731518,0.67104,0.934664,467.647
900933,0.71328,0.820512,577.728
1088864,0.74384,0.738313,700.283
1281553,0.76268,0.682306,824.91
1459791,0.78116,0.627818,938.453
1628184,0.79898,0.578602,1046.41
1818126,0.80988,0.544428,1171.03
1992059,0.82344,0.509234,1284.33
2167484,0.83692,0.47192,1400.79
2349904,0.84702,0.441971,1516.75
2527901,0.85268,0.425574,1630.78
2713101,0.86646,0.391126,1750.31
