Duration, Accuracy, Sample_Mean_loss, Total_comm_time
49523,0.31942,1.96873,7.21917
95795,0.43012,1.6509,11.2164
142260,0.48152,1.48167,15.4113
188672,0.53114,1.3446,19.8549
235585,0.561,1.25436,25.6783
282019,0.59654,1.14933,29.9436
328703,0.62886,1.05977,34.1259
374291,0.65448,0.987456,38.5682
419565,0.67394,0.936113,43.518
466832,0.69072,0.888786,48.0409
514528,0.71092,0.839561,52.5141
560085,0.718,0.808586,56.7423
606279,0.73616,0.767398,62.0987
653264,0.74228,0.749265,66.3926
698381,0.75144,0.721558,70.5336
