Duration, Accuracy, Sample_Mean_loss, Total_comm_time
121915,0.36684,1.78521,45.7747
233746,0.52904,1.34241,85.3697
352986,0.59006,1.18396,129.198
466276,0.62852,1.07294,168.678
584099,0.65292,1.0009,214.098
691371,0.6659,0.964216,252.004
799666,0.68332,0.910258,292.26
904574,0.69622,0.878056,327.223
1030227,0.71674,0.820723,375.798
1150940,0.73038,0.781016,419.271
1257652,0.743,0.740989,457.134
1363885,0.76024,0.696925,493.293
1473043,0.77744,0.647516,532.887
1580709,0.78964,0.607093,568.851
1687323,0.80236,0.571917,608.966
