Duration, Accuracy, Sample_Mean_loss, Total_comm_time
90741,0.34042,1.90075,9.42939
189899,0.4645,1.55562,20.9448
280991,0.51308,1.41795,33.5537
368534,0.54072,1.32738,44.1792
465367,0.57118,1.25747,59.9058
563949,0.5923,1.18486,71.5868
657890,0.61532,1.11983,82.0205
748826,0.62284,1.09631,95.0825
841664,0.64502,1.03293,109.687
933096,0.65782,0.995052,121.384
1026133,0.66404,0.973395,134.655
1116018,0.68492,0.914084,147.475
1208739,0.69224,0.891836,161.04
1311550,0.70686,0.851466,174.091
1411604,0.7157,0.827501,191.691
