Duration, Accuracy, Sample_Mean_loss, Total_comm_time
47103,0.27982,2.10106,9.53153
93627,0.40334,1.69103,19.8035
141492,0.49378,1.41533,30.6322
188177,0.55334,1.25854,40.0271
237478,0.60252,1.13338,51.2867
285130,0.63536,1.0412,61.0976
332734,0.66204,0.9691,72.0012
379673,0.68082,0.915812,82.4118
427665,0.69904,0.867408,93.6081
474542,0.71252,0.829854,104.065
522246,0.7246,0.794716,114.839
568926,0.74066,0.754194,124.382
616869,0.74748,0.733457,135.145
663711,0.75326,0.710885,144.966
711581,0.76524,0.676748,155.972
