Duration, Accuracy, Sample_Mean_loss, Total_comm_time
165197,0.25282,2.13601,103.176
358335,0.38938,1.69675,226.751
541499,0.49176,1.42615,344.246
726253,0.56052,1.2456,462.95
903421,0.5985,1.12958,576.004
1084308,0.64262,1.01564,690.19
1269803,0.66804,0.94916,808.195
1451627,0.68526,0.899963,924.108
1636584,0.70332,0.8516,1041.31
1821251,0.72128,0.802333,1158.08
2006718,0.73502,0.762732,1275.54
2189279,0.74984,0.726435,1390.16
2371737,0.75842,0.697811,1506.95
2558451,0.76904,0.667809,1626.17
2741410,0.77282,0.654324,1741.91
