Duration, Accuracy, Sample_Mean_loss, Total_comm_time
76083,0.31082,1.92925,39.8145
150340,0.52238,1.33524,80.3242
224394,0.61784,1.08128,121.473
298500,0.66706,0.945664,162.285
372132,0.71122,0.828696,203.732
444932,0.73722,0.755551,245.043
519291,0.76262,0.687916,284.881
593563,0.77658,0.644076,325.405
667592,0.79102,0.602638,366.548
741983,0.8072,0.557454,407.574
815886,0.81652,0.528702,449.139
889085,0.82862,0.494107,490.496
962108,0.84182,0.458774,532.271
1035398,0.85266,0.429557,574.828
1108715,0.86092,0.410349,616.717
