Duration, Accuracy, Sample_Mean_loss, Total_comm_time
110848,0.34412,1.86439,39.2066
218088,0.49006,1.44547,77.5281
325818,0.56346,1.23838,116.972
431301,0.6275,1.0658,152.524
546586,0.66998,0.941701,194.831
659186,0.705,0.848104,232.939
780309,0.73762,0.756093,277.554
891178,0.75622,0.703107,316.882
1000206,0.77498,0.656109,356.598
1105816,0.78376,0.620337,393.398
1216587,0.79906,0.582374,432.893
1328589,0.81,0.549952,470.755
1439187,0.81834,0.524127,512.711
1547321,0.82748,0.499872,550.784
1654022,0.83378,0.480903,591.496
