Duration, Accuracy, Sample_Mean_loss, Total_comm_time
182149,0.29334,1.99321,116.717
364906,0.48838,1.40441,238.25
548427,0.60926,1.09729,357.651
732393,0.67568,0.92074,475.184
901877,0.7163,0.809988,583.218
1089750,0.74054,0.742283,703.107
1282729,0.76644,0.673699,826.738
1460580,0.78088,0.625534,940.929
1628985,0.79836,0.580326,1049.6
1818982,0.81096,0.544964,1173.46
1992917,0.82804,0.503874,1285.39
2168272,0.83608,0.47537,1396.39
2350751,0.84684,0.442919,1511.85
2528676,0.85464,0.420055,1626.78
2713546,0.86844,0.387095,1747.16
