Duration, Accuracy, Sample_Mean_loss, Total_comm_time
74190,0.3267,1.92831,43.6781
146646,0.52862,1.31753,87.126
219405,0.62164,1.07279,130.481
292085,0.6767,0.927117,173.316
364931,0.71322,0.825818,215.151
437813,0.73724,0.75368,257.05
510799,0.7573,0.696655,298.939
583490,0.7761,0.644929,340.379
656613,0.78948,0.606019,382.427
729769,0.80462,0.564511,424.883
802680,0.81464,0.537319,466.952
875982,0.82892,0.499429,509.003
948566,0.8406,0.468773,551.293
1021157,0.84942,0.442174,594.628
1094330,0.85474,0.421537,638.773
