Duration, Accuracy, Sample_Mean_loss, Total_comm_time
107488,0.34166,1.87258,38.0995
213726,0.47638,1.47071,79.149
322061,0.55914,1.24471,122.824
427300,0.62056,1.0807,162.809
542903,0.67474,0.93342,209.731
654135,0.71132,0.833424,253.646
776105,0.73134,0.773483,305.221
887017,0.7547,0.705209,349.637
996158,0.77014,0.662677,393.72
1101462,0.78398,0.62155,433.841
1212795,0.79674,0.588431,479.612
1324371,0.80632,0.560591,523.084
1435475,0.81444,0.530711,569.178
1542860,0.82516,0.502652,609.246
1651503,0.8383,0.47573,653.656
