Duration, Accuracy, Sample_Mean_loss, Total_comm_time
184896,0.28854,1.99057,121.084
367479,0.49358,1.39842,240.728
551650,0.6086,1.09228,358.623
734757,0.67452,0.921694,474.646
904367,0.71266,0.816913,579.039
1092341,0.73756,0.74786,696.532
1285236,0.76432,0.676025,818.107
1462970,0.78332,0.626422,930.86
1631704,0.79704,0.583183,1036.57
1821296,0.81114,0.542061,1154.7
1995049,0.82426,0.509364,1263.45
2170929,0.83742,0.47091,1374.41
2353495,0.84642,0.446538,1487.58
2531416,0.85822,0.41221,1599.15
2715589,0.867,0.389305,1714.42
