Duration, Accuracy, Sample_Mean_loss, Total_comm_time
171953,0.31542,1.94833,111.056
341500,0.4904,1.43278,220.773
514212,0.60074,1.12809,331.124
680734,0.66886,0.945048,438.061
851518,0.70578,0.848187,547.441
1028280,0.73162,0.770222,662.364
1204563,0.75302,0.713515,775.44
1380907,0.77206,0.658071,886.567
1557996,0.78606,0.616374,998.291
1735867,0.80014,0.579436,1110.88
1913534,0.8093,0.547301,1223.41
2086490,0.8164,0.525838,1332.64
2259392,0.83106,0.490923,1441.84
2434017,0.8401,0.462468,1552.2
2610083,0.85004,0.43413,1665.19
