Duration, Accuracy, Sample_Mean_loss, Total_comm_time
106322,0.34466,1.87741,19.3786
204771,0.4815,1.49287,30.2263
308739,0.53596,1.34003,41.9514
411962,0.56904,1.24604,54.9826
524118,0.59432,1.1795,69.9209
633529,0.61692,1.11659,83.3725
738142,0.63474,1.07097,94.8665
832794,0.64992,1.03047,105.999
929028,0.66126,0.994701,118.293
1022471,0.67134,0.969836,129.55
1112595,0.68634,0.931434,139.314
1203776,0.6887,0.919138,150.55
1297522,0.70094,0.883817,162.154
1388900,0.70224,0.878702,172.996
1476836,0.71114,0.851694,184.306
