Duration, Accuracy, Sample_Mean_loss, Total_comm_time
108330,0.33482,1.94202,44.9474
212312,0.43164,1.65075,84.6747
322455,0.46282,1.53882,128.104
431129,0.5067,1.42278,169.298
544897,0.54758,1.29718,214.238
655872,0.59056,1.17512,256.501
772999,0.61784,1.09187,303.267
883703,0.64736,1.01279,345.421
1001174,0.67786,0.926628,394.065
1113811,0.69516,0.876748,436.256
1224000,0.71314,0.830695,479.65
1327985,0.72902,0.787695,519.028
1435503,0.74448,0.745409,562.31
1540355,0.75218,0.716466,602.448
1647079,0.76202,0.690754,644.476
