Duration, Accuracy, Sample_Mean_loss, Total_comm_time
49679,0.32958,1.90678,9.33113
98941,0.50796,1.37851,17.9284
149477,0.6096,1.10501,27.7053
198199,0.66148,0.963983,36.2244
247105,0.69492,0.870105,45.9367
293897,0.7236,0.790282,55.3462
341500,0.74642,0.733921,65.5906
388076,0.76042,0.688532,74.7526
435092,0.7771,0.644891,84.5091
482055,0.78958,0.611698,93.8567
529344,0.80206,0.577275,103.847
576117,0.811,0.545207,113.492
623298,0.81858,0.524537,123.604
670002,0.83098,0.490917,133.23
716995,0.84636,0.451967,143.238
