Duration, Accuracy, Sample_Mean_loss, Total_comm_time
93510,0.37042,1.76552,13.0573
187863,0.5274,1.33502,22.0427
282645,0.5929,1.17163,32.0286
375391,0.62964,1.07527,41.0328
470282,0.65456,1.00375,50.6798
574924,0.6707,0.954031,60.7972
679032,0.68846,0.909239,73.1616
778799,0.70256,0.867449,85.1342
885482,0.71364,0.837063,99.2836
987940,0.7229,0.810747,111.163
1091269,0.72012,0.808907,123.727
1194207,0.72706,0.786354,133.414
1297231,0.73802,0.766297,145.242
1396550,0.74042,0.754027,155.034
1491648,0.74982,0.724986,163.757
