Duration, Accuracy, Sample_Mean_loss, Total_comm_time
100717,0.38568,1.74007,18.2117
196505,0.5513,1.28805,26.9163
290412,0.60062,1.15027,39.0658
380714,0.63554,1.05087,49.9231
476812,0.6533,1.00129,62.2549
584555,0.67326,0.946265,74.0638
687338,0.6952,0.890645,86.8141
789131,0.70302,0.86447,99.4463
893289,0.71068,0.841014,111.763
998872,0.72138,0.81176,124.735
1100248,0.72114,0.805236,136.989
1201215,0.73246,0.774849,147.547
1305628,0.7383,0.760723,161.629
1403705,0.74064,0.751073,172.946
1496089,0.7488,0.732477,184.533
