Duration, Accuracy, Sample_Mean_loss, Total_comm_time
171334,0.3145,1.95465,110.295
340672,0.48234,1.45597,219.911
513592,0.59876,1.1362,331.615
679999,0.66632,0.955666,437.658
850580,0.70204,0.8525,547.297
1027279,0.73752,0.761063,660.153
1204007,0.7542,0.709672,773.683
1380130,0.77082,0.65967,885.194
1557247,0.7842,0.626202,997.619
1734826,0.79314,0.596066,1108.61
1912890,0.80876,0.550659,1219.19
2085668,0.8207,0.517407,1329.85
2258534,0.82946,0.493015,1439.85
2433366,0.83806,0.467305,1549.51
2609661,0.84796,0.44187,1659.69
