Duration, Accuracy, Sample_Mean_loss, Total_comm_time
124616,0.36616,1.78693,49.5331
235871,0.51782,1.37566,89.1432
355476,0.58922,1.18247,136.125
468430,0.62474,1.08304,177.969
586458,0.65516,1.00115,225.445
693330,0.6711,0.946715,264.351
802110,0.6904,0.891666,306.691
907225,0.70436,0.853097,343.627
1032991,0.7172,0.818739,393.447
1152634,0.72742,0.787441,438.017
1259657,0.74892,0.73073,479.143
1365533,0.76166,0.690289,518.588
1475613,0.78108,0.637282,559.589
1582609,0.7911,0.604301,597.938
1688805,0.80096,0.571631,639.392
