Duration, Accuracy, Sample_Mean_loss, Total_comm_time
48871,0.28654,2.08892,10.5417
95698,0.40502,1.67786,20.2066
142894,0.49564,1.41165,30.8066
190283,0.55624,1.24999,40.5576
239144,0.60652,1.12821,51.3571
287523,0.63828,1.03731,60.8451
334639,0.66658,0.961061,70.8667
382089,0.68178,0.915837,80.7578
429312,0.69866,0.867166,90.8431
476568,0.71506,0.822484,100.225
523833,0.72734,0.787341,110.688
571087,0.7397,0.753199,120.667
618376,0.74986,0.727483,131.503
665847,0.75958,0.700539,141.421
712937,0.76374,0.681426,151.498
