Duration, Accuracy, Sample_Mean_loss, Total_comm_time
43243,0.32214,1.90939,14.4334
88425,0.504,1.39269,29.7944
133956,0.5962,1.14642,45.4081
179108,0.64628,1.00533,60.5329
224420,0.6783,0.920389,76.4911
269635,0.70666,0.841275,97.1026
314819,0.72808,0.777547,117.702
360240,0.74918,0.725367,137.429
405709,0.76454,0.681504,156.025
450897,0.77552,0.646631,171.468
495652,0.78856,0.609612,186.507
540450,0.80274,0.574694,202.224
586145,0.81266,0.543878,217.751
633414,0.82098,0.520771,235.118
679417,0.82646,0.507401,250.577
