Duration, Accuracy, Sample_Mean_loss, Total_comm_time
179725,0.2885,2.01178,111.968
362219,0.48894,1.40342,231.472
545878,0.60964,1.09395,350.426
730079,0.675,0.924418,468.087
899308,0.71496,0.812112,575.171
1087279,0.74004,0.74656,694.173
1279632,0.7608,0.685237,816.799
1458349,0.78394,0.62445,930.647
1626556,0.79828,0.585085,1037.87
1816459,0.80922,0.550621,1160.77
1990459,0.82194,0.516664,1273.04
2165873,0.8307,0.482984,1385.37
2348232,0.84346,0.453841,1499.92
2526289,0.85124,0.42937,1613.7
2711566,0.86786,0.386896,1732.68
