Duration, Accuracy, Sample_Mean_loss, Total_comm_time
113120,0.32378,1.95695,42.5098
217473,0.43004,1.65421,78.6921
327172,0.46528,1.52934,120.442
436673,0.51302,1.40197,158.523
550139,0.54404,1.30572,200.295
661627,0.58094,1.19869,237.323
778037,0.61988,1.08448,280.094
889367,0.65094,1.00314,316.95
1005958,0.67708,0.926523,359.529
1119708,0.69306,0.88342,398.016
1229050,0.71578,0.820049,436.816
1333272,0.7302,0.780647,474.143
1439891,0.74034,0.746914,512.922
1545428,0.75348,0.716558,551.373
1650297,0.76166,0.690246,589.101
