Duration, Accuracy, Sample_Mean_loss, Total_comm_time
48520,0.36396,1.8,7.52796
93134,0.51898,1.36562,11.8695
138080,0.58706,1.18916,16.2239
182673,0.62124,1.08564,20.7141
229713,0.65602,0.983555,26.2634
273793,0.6769,0.928463,30.5335
316530,0.69628,0.873864,34.5251
359214,0.71694,0.819225,38.7716
402229,0.7359,0.76609,43.6001
444755,0.75308,0.714318,47.8358
487264,0.76946,0.672229,52.0766
529734,0.78252,0.630456,56.6234
572394,0.79526,0.59505,61.6607
615574,0.80494,0.566062,66.4547
656884,0.8147,0.540601,70.5895
