Duration, Accuracy, Sample_Mean_loss, Total_comm_time
48282,0.31356,1.99919,9.93067
94466,0.41882,1.6702,18.7881
144534,0.49388,1.44472,29.0959
192826,0.55306,1.27421,38.7858
240289,0.5987,1.14419,48.7516
287031,0.6374,1.04508,58.1318
335116,0.66424,0.968661,68.5278
382280,0.68114,0.923641,77.883
429798,0.70122,0.866378,87.8636
477534,0.71372,0.829372,96.8612
526507,0.72362,0.797248,107.849
572928,0.73754,0.760414,116.831
620276,0.7402,0.743473,126.68
666900,0.75134,0.715045,135.837
714294,0.76276,0.693127,145.801
