Duration, Accuracy, Sample_Mean_loss, Total_comm_time
175402,0.30862,1.96163,108.595
344995,0.47236,1.46397,214.251
517680,0.59726,1.13207,321.299
684161,0.66214,0.956083,424.794
854701,0.70572,0.841925,530.489
1031544,0.73476,0.763579,639.16
1208059,0.75658,0.704334,747.201
1384540,0.76996,0.662383,855.147
1561450,0.78734,0.61745,963.833
1739048,0.79662,0.586963,1072.07
1916844,0.80828,0.55413,1180.93
2090010,0.822,0.514954,1287.17
2262749,0.82928,0.48958,1393.67
2437270,0.83822,0.466221,1501.04
2612476,0.84876,0.439012,1608.15
